Gene_acc,Gene_id,logFC,log_AveExpr,FDR,Desc,A_1,A_2,A_3,A_4,B_1,B_2,B_3,B_4
964,Tb927.10.4070,-0.010077491,15.9648389,0.037711251,"hypothetical protein, conserved",57741,62981,66275,62393,79475,81571,91935,87370
965,Tb927.10.4080,-0.071902927,14.71699096,0.38386264,"hypothetical protein, conserved",23226,21648,24938,26142,33009,36358,34370,32663
966,Tb927.10.4100,-0.189347541,16.85452383,1.120108164,"hypothetical protein, conserved",91143,105080,98368,112230,139750,160860,167510,159830
967,Tb927.10.4120,-0.394456695,17.94564289,3.363070762,60S ribosomal protein L30,218060,182170,210430,180400,330320,326240,405230,347130
968,Tb927.10.4130,0.338601226,17.92938385,5.359117655,NADH-ubiquinone oxidoreductase B13 subunit,236760,283260,287450,282850,280770,285240,302070,296840
969,Tb927.10.4160,-0.07219462,15.4577947,0.454503983,predicted zinc finger protein,42999,44685,47244,41566,59238,63731,62007,66304
970,Tb927.10.4170,-0.210489132,18.01997437,2.194364478,"hypothetical protein, conserved",201710,234120,265180,204580,324720,347290,369790,370820
971,Tb927.10.4180,-0.060842001,21.350962,0.959106253,"TFIIF-stimulated CTD phosphatase, putative",2550900,2596900,2563100,2367800,3398200,3532000,3675300,3632900
972,Tb927.10.420,0.031054875,18.01613158,0.256305911,Exocyst complex component EXO99,241750,254380,279020,256850,325620,348920,359460,333410
973,Tb927.10.4200,-0.161164903,17.48174102,2.431545293,Kinetoplastid kinetochore protein 24,154780,158350,175390,150490,229450,231530,264950,241960
974,Tb927.10.4220,-0.052578645,16.71619248,0.20406564,"hypothetical protein, conserved",94380,102460,111390,110360,140890,148560,151990,145580
975,Tb927.10.4250,-0.26179289,15.01907661,1.531503697,"ADP-ribosylation factor-like 2, arl2",34836,25387,28429,25854,42293,40629,53067,49605
976,Tb927.10.4260,0.39788035,12.75228559,0.579602913,"hypothetical protein, conserved",7065.2,10257,8994.8,6970.1,7857.5,9821.5,8459.3,7776.4
977,Tb927.10.4270,-0.178260005,19.21660463,1.799899246,"coatomer subunit zeta, putative",504500,522150,567820,478710,738380,802660,906910,735370
978,Tb927.10.4290,0.104179941,18.85699881,1.838409356,"hypothetical protein, conserved",462610,475100,522640,476660,582230,620520,639490,597830
979,Tb927.10.450,0.038640792,21.52836028,0.695261129,Component of motile flagella 62,2802800,2916700,3139100,3021700,3742300,3904800,4166500,3853000
980,Tb927.10.4520,0.017775768,15.42619909,0.091102802,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatas, putative",40354,42455,46691,41260,53853,55600,62883,56189
981,Tb927.10.4550,-0.193395665,10.33174117,0.256849589,"hypothetical protein, conserved",1011.3,1319,831.06,1303.6,1738,1714.2,1457.8,1915.4
982,Tb927.10.4570,0.498595761,23.15112023,8.07865798,elongation factor 2,10279000,11177000,11672000,10215000,10376000,10247000,11138000,9775800
983,Tb927.10.4580,-0.027298298,16.13099081,0.203177189,"hypothetical protein, conserved",65440,63042,73813,66049,91424,96001,86839,95849
984,Tb927.10.460,0.117806898,17.62799645,2.191686636,NIMA-related protein kinase,202310,195710,214700,196380,241830,246170,268940,253280
985,Tb927.10.4610,-0.000218763,20.88935713,0.002132028,"dolicholphosphate-mannose synthase, putative",1832600,2058600,1991600,1931100,2501700,2638000,2725800,2717700
986,Tb927.10.4620,-0.057549852,16.5821709,0.426361955,"peptidyl-prolyl cis-trans isomerase, putative",99576,86420,97559,84512,127170,127470,137800,125460
987,Tb927.10.4640,-0.20819037,20.73065985,4.263631769,eukaryotic translation initiation factor 3 subunit l,1532200,1512000,1615000,1569800,2376800,2473600,2411500,2484600
988,Tb927.10.4660,0.015165956,18.86422848,0.128693593,"Transcription factor S-II (TFIIS), central domain containing protein, putative",454130,480090,483190,470760,625800,639390,644720,620700
989,Tb927.10.4670,-0.288171171,13.74839006,2.403451376,"hypothetical protein, conserved",11850,12467,14908,12708,17633,22609,21944,23952
990,Tb927.10.4690,0.283941731,16.8749131,4.372106004,"dynein light chain, putative",125980,129100,136770,116650,133030,142940,153810,135960
991,Tb927.10.4710,0.166404079,18.70948657,1.77975817,"proteasome subunit beta type-2, putative",410760,482010,431130,432200,507540,544230,521380,543820
992,Tb927.10.4740,-0.29365417,18.24681854,3.601710784,"nucleolar RNA-binding protein, putative",279290,315000,291850,295250,454970,506570,509040,491170
993,Tb927.10.4760,0.087768831,15.5842071,0.392617358,"Integral membrane protein DUF106, putative",46191,40405,57294,52932,63263,56381,65190,64264
994,Tb927.10.4770,0.127881677,17.6914466,1.133085577,"phosphatidylinositol-4-phosphate 5-kinase, putative",218530,226310,220860,202180,247220,260350,290160,279320
995,Tb927.10.4780,0.340291198,15.78009277,0.980706075,GPI inositol deacylase precursor,55588,72885,59668,47502,64762,49892,55232,84348
996,Tb927.10.4790,-0.284075583,15.92245181,2.54336519,"hypothetical protein, conserved",52533,52788,59217,62556,93292,89156,95361,95868
997,Tb927.10.4820,-0.00475283,14.24946983,0.010258967,"hypothetical protein, conserved",18491,18277,23227,15876,23341,21746,32843,25508
998,Tb927.10.4830,-0.021368466,15.87800227,0.090868548,"hypothetical protein, conserved",59121,67592,63844,48603,80435,74464,81166,91134
999,Tb927.10.4840,0.380540899,11.4816038,0.625077094,"transcription factor IIa, putative",0,2484.6,4052.5,2510.2,3171.8,4441.7,1773.7,3013
1000,Tb927.10.4850,0.029224457,19.77233169,0.209936328,"hypothetical protein, conserved",850030,872860,869340,937630,1125700,1196400,1214900,1147800
1001,Tb927.10.4890,0.131684996,16.24394856,0.378168804,"zinc-finger of a C2HC-type, putative",63390,82707,100070,92600,105400,103730,110150,94293
1002,Tb927.10.4900,-0.121408725,19.36483842,1.469193272,"TPR-repeat-containing chaperone protein DNAJ, putative",574440,571310,683650,584050,843330,857120,950300,899470
1003,Tb927.10.4910,0.046432359,15.79253901,0.179394789,mitochondrial carrier protein,49825,51281,61544,63499,76929,68282,83120,67708
1004,Tb927.10.4920,-0.174793875,15.63928189,0.955183942,"hypothetical protein, conserved",42705,45180,58401,38328,76417,68329,71791,62989
1005,Tb927.10.4930,0.143365577,17.31796577,1.090902125,"protein phosphatase 2C, putative",159140,180010,176870,174460,215900,193330,242070,197970
1006,Tb927.10.4950,0.213273481,19.37756538,2.154038689,U2 small nuclear ribonucleoprotein 16.5K,716900,708310,769800,767540,794810,847070,942260,881650
1007,Tb927.10.4980,0.418729343,17.59305045,3.16352025,"ubiquitin-like protein DSK2, putative",196780,178000,227710,234100,224010,183730,234670,203880
1008,Tb927.10.4990,-0.285219914,18.10229852,3.748584973,cdc2-related kinase 3,212860,242770,254140,243580,382880,375890,387650,425770
1009,Tb927.10.5000,0.258472858,17.99613312,4.477246316,"hypothetical protein, conserved",255760,290550,292050,268030,295030,329890,310170,316900
1010,Tb927.10.5010,-0.000732531,19.40604433,0.005340023,"Elongation factor G1, mitochondrial, putative",615610,697200,716910,673400,850630,910630,981440,919670
1011,Tb927.10.5020,0.069911888,17.45612634,0.619078972,Eukaryotic translation initiation factor 4E type 5,182630,189000,188150,166570,233170,224460,260600,220020
1013,Tb927.10.5050,0.195147288,18.9666897,2.217452044,mitochondrial ATP synthase epsilon chain,575670,549140,580990,510550,666460,626060,710840,619750
1014,Tb927.10.510,-0.049050457,18.81828582,0.223937423,Present in the outer mitochondrial membrane proteome 19,455440,501800,470430,418220,656030,628020,613930,685810
1015,Tb927.10.5120,0.070488714,19.43396794,0.716823413,KREPA6,652970,745810,786290,660700,858020,922400,972560,910320
1016,Tb927.10.5130,-0.016868463,18.0110675,0.070454,"Protein C21orf2 homolog, putative",231310,238100,275110,247660,333600,351860,337850,333890
1017,Tb927.10.5140,-0.098173716,22.05478083,0.8606919,Mitogen-activated protein kinase 6,4169600,4071500,3807300,3946400,5824400,5428000,6049400,5896200
1018,Tb927.10.5170,0,1.587652165,0,"XPC-binding domain containing protein, putative",0,0,0,0,0,0,0,0
1019,Tb927.10.520,0.574225495,19.46177908,10.26228657,"Mitochondrial ATP synthase subunit, putative",831530,861260,921630,842360,808210,764700,778870,791490
1020,Tb927.10.5230,0.091216531,19.88958627,1.560757513,"ADP-ribosylation factor-like protein 13, putative",969340,1034200,1011300,974770,1184400,1254700,1324200,1313200
1021,Tb927.10.5260,-0.151351844,19.86536148,2.085701139,"C2 domain containing protein, putative",856180,810070,939250,885010,1251900,1277800,1399000,1319800
1022,Tb927.10.530,0.115011396,17.44248703,1.257470372,"Plasma-membrane choline transporter, putative",162320,179120,183790,170410,213040,215650,235060,206420
1023,Tb927.10.5350,-0.074494944,21.98978655,1.933372647,"dynein heavy chain, putative",3886300,3946800,4153000,3816600,5413200,5563800,5946300,5620100
1024,Tb927.10.5370,-0.566350594,21.18662497,7.440305166,"40S ribosomal protein S10, putative",1822100,1911300,1939800,1970400,3802800,3811800,3605300,4123700
1025,Tb927.10.5380,-0.047395976,21.75719165,0.854083744,intraflagellar transport protein 122,3265700,3385400,3572200,3266000,4626300,4728300,4880100,4640200
1026,Tb927.10.5400,0.050750381,19.17134432,0.581664638,"hypothetical protein, conserved",577310,544720,613290,591080,746690,718570,825850,752610
1027,Tb927.10.5430,-0.039860169,16.93790517,0.207295806,"Flagellar C1a complex subunit C1a-32, putative",121520,114380,133980,111920,150930,161310,181590,177300
1028,Tb927.10.5450,-0.037014931,20.28169837,0.521597445,ISWI complex protein,1131000,1245500,1312200,1145800,1622700,1728400,1710200,1647600
1029,Tb927.10.5480,-0.569655455,20.88900655,7.195920917,"60S ribosomal protein L24, putative",1736400,1747100,1760100,1611600,3172200,3469800,3663000,3487300
1030,Tb927.10.550,0.094099885,14.49088458,0.335607734,"hypothetical protein, conserved",22276,26088,25204,22165,29013,31978,34706,26155
1032,Tb927.10.5520,0.135637641,21.37045646,3.034467475,"AmmeMemoRadiSam system protein B, putative",2848300,2911300,2822100,2660900,3262900,3454700,3651100,3497900
1033,Tb927.10.5540,0.085811869,19.7439702,0.780671501,"hypothetical protein, conserved",814110,908020,967820,921060,1069000,1181100,1216300,1139000
1034,Tb927.10.5580,-0.096589148,16.2738026,0.857479585,"hypothetical protein, conserved",73360,72261,70590,63628,96395,98461,112110,98490
1035,Tb927.10.5590,-0.0797886,12.77127909,0.20039295,"protein phosphatase 2C, putative",7266.3,5541.9,8325.4,5105.4,7544.1,11528,9346.3,8846.6
1036,Tb927.10.560,-0.280547979,21.58278925,4.814725071,"40S ribosomal proteins S11, putative",2770100,3115600,2842200,2660100,4603000,4566800,4767900,4772200
1037,Tb927.10.5600,0.040520914,15.80135702,0.101596227,"hypothetical protein, conserved",44139,68456,54207,42538,56666,65501,69809,80926
1038,Tb927.8.1110,0.052772095,22.85231988,0.222545162,"40S ribosomal protein S9, putative",7178700,7110000,8138000,7064200,9035700,9359600,9460300,10669000
1039,Tb927.10.5630,0.050312363,19.31072761,0.645822412,"hypothetical protein, conserved",627970,628930,656650,651630,852620,826620,873910,803640
1040,Tb927.10.5640,-0.100223253,17.83657521,0.773803361,"Gem-associated protein 2, putative",222300,208080,263950,211160,299550,330190,350810,330350
1041,Tb927.10.5660,-0.363744805,15.03030898,1.968291271,"heat shock protein, putative",25775,29695,33914,30572,52073,45635,58131,53034
1042,Tb927.10.5670,-0.120247219,21.43369431,2.741031112,"N-acetyltransferase subunit Nat1, putative",2616000,2585600,2725100,2645900,3639300,3842900,4141900,3957000
1043,Tb927.10.5680,-0.071141177,17.59238562,0.552690261,"procyclin-associated gene 1 (PAG1) protein, putative",166150,182960,188430,201470,251360,249170,282010,267990
1044,Tb927.10.5690,0.096940441,19.12611878,1.005354248,"procyclin-associated gene 2 (PAG2) protein, putative",571150,521610,559210,537170,651130,681300,715680,725480
1045,Tb927.10.5740,-0.365678777,11.65416271,0.695571271,"Protein of unknown function (DUF778), putative",2511.3,2600.8,1807.1,3313.1,5049,3793.2,3277.1,5782.8
1046,Tb927.10.5760,0.052505297,15.7532024,0.254671565,"adenylate kinase, putative",53222,61136,49576,53013,64733,72580,78313,67661
1047,Tb927.10.5770,0.088647552,23.58746634,1.417052548,Valosin-containing protein,11851000,12721000,13397000,12522000,15029000,15988000,16750000,16549000
1048,Tb927.10.5790,-0.115091465,19.91766047,1.363841655,"hypothetical protein, conserved",909810,961600,988160,905720,1288800,1353900,1510200,1376700
1049,Tb927.10.5810,0.129277856,22.70983609,1.545546594,"The ARF-like 2 binding protein BART, putative",6860400,6974100,7656200,7205700,8366800,9010500,9444900,8722700
1050,Tb927.10.5830,0.136568943,13.52978475,0.69980279,"hypothetical protein, conserved",10609,14281,12265,10528,13667,14428,15159,15092
1051,Tb927.10.5840,-0.496160783,20.22024296,6.56859223,"translation elongation factor 1-beta, putative",1062600,1120400,1137500,986650,1994300,1898200,2165000,2172700
1052,Tb927.10.5850,-0.507404177,17.54573446,5.453358085,"N-terminal region of Chorein, a TM vesicle-mediated sorter, putative",139150,160250,172720,160500,292720,295030,347650,283080
1053,Tb927.10.5860,-0.185062376,17.1088739,1.436834708,"hypothetical protein, conserved",114790,134450,117350,148550,191610,197330,200120,200010
1054,Tb927.10.5870,0.06569069,18.14404126,0.72156495,Flagellum attachment zone protein 25,304620,282940,296490,271720,352930,356610,398470,388600
1055,Tb927.10.5880,-0.039932656,20.00680258,0.395877834,"Proteophosphoglycan, putative",978490,960290,1053100,971040,1233700,1377500,1545700,1376000
1056,Tb927.10.5890,0.11965421,15.07802056,0.927399053,"Galactose oxidase, central domain containing protein, putative",31801,34982,39234,33824,40500,46146,40330,47334
1057,Tb927.10.5910,0.124663098,15.63290912,0.713510006,Basal body protein,50751,46890,49979,55145,59334,61980,59463,71483
1058,Tb927.10.5920,0.020161098,16.39904428,0.12525509,"hypothetical protein, conserved",81471,84589,84038,82347,105600,110360,110800,117610
1059,Tb927.10.5940,0.028246688,21.50322034,0.356048935,"NEK family Serine/threonine-protein kinase, putative",2820500,3052400,3087500,2838400,3835300,3899000,3969400,3957800
1060,Tb927.10.5980,-0.239958884,18.46076525,3.887492267,"leucine-rich repeat protein (LRRP), putative",317410,307630,327550,327720,483430,501120,546690,518380
1061,Tb927.10.600,-0.037584576,18.29650605,0.48809608,Mitochondrial ribosomal protein L29,291690,317390,325090,307740,415130,449190,439540,422320
1062,Tb927.10.6000,-0.375094624,20.85781129,4.205409867,"hypothetical protein, conserved",1436800,1583200,1652100,1500200,2692800,2800400,2712500,2625900
1063,Tb927.10.6010,-0.085718786,20.28399687,1.044360475,"Cohesin subunit SCC3, putative",1113500,1247800,1265000,1123100,1577300,1689900,1819200,1738600
1064,Tb927.10.6050,0.016209856,25.11223982,0.213774329,clathrin heavy chain,35974000,37007000,37891000,35872000,47810000,49827000,49689000,49215000
1065,Tb927.10.6070,-0.454858847,18.65217786,4.317912645,universal minicircle sequence binding protein 1,321350,370240,399770,348430,614860,698700,695700,659020
1066,Tb927.10.6150,0.047842714,17.73952595,0.589566371,"neurobeachin/beige protein, putative",209280,220030,223950,210540,265210,274270,300730,292710
1067,Tb927.10.6160,-0.090986451,18.14984835,0.643109148,"Sec34-like family, putative",250810,283280,321120,254470,370300,398840,430190,396010
1068,Tb927.10.6170,0.041395216,16.99133345,0.453567118,"hypothetical protein, conserved",123550,136890,132980,119250,166500,164490,180860,162560
1069,Tb927.10.6180,0.10628295,15.79893156,0.849534309,FLA1-like protein,59678,59330,61675,52788,66502,75636,78714,73019
1070,Tb927.10.6190,-0.016797187,13.86926849,0.059456492,"aldehyde dehydrogenase, putative",15598,13678,15199,15969,21453,22425,20470,18551
1071,Tb927.10.6220,-0.029857376,19.06842656,0.212374678,5-3 exoribonuclease D,533700,493670,567270,524760,688490,687180,805770,752580
1072,Tb927.10.6230,-0.043511259,18.36549554,0.436071203,MORN repeat containing protein,349880,324100,325450,305560,449570,461640,472730,436670
1073,Tb927.10.6240,-0.160051114,17.7734555,2.492897598,"ras-like small GTPase, putative",184090,220030,216790,191680,288210,320150,308990,309840
1074,Tb927.10.6260,-0.065256132,18.99328381,0.820858376,"ATP-dependent DEAD/H RNA helicase, putative",501040,485460,528090,449600,691490,672430,732150,684540
1075,Tb927.10.630,0.147711111,16.53417863,1.021724273,"hypothetical protein, conserved",100530,99175,102310,103030,120500,127590,134890,113300
1076,Tb927.10.6360,0.042847703,16.74595978,0.205813746,FAZ-tip-localizing protein required for cytokinesis,99436,106430,114510,119670,149890,158400,144590,126320
